epoch,step,train_loss_epoch,train_loss_step
0,4,,0.9654764533042908
0,9,,0.9235139489173889
0,14,,0.8610323071479797
0,19,,0.8228197693824768
0,24,,0.7738796472549438
0,29,,0.7351217865943909
0,34,,0.7019451856613159
0,39,,0.6554214358329773
0,44,,0.6281843185424805
0,49,,0.575797975063324
0,54,,0.580912172794342
0,59,,0.569335401058197
0,62,0.7435265183448792,
1,64,,0.5678106546401978
1,69,,0.56905597448349
1,74,,0.5591439008712769
1,79,,0.5472737550735474
1,84,,0.559478759765625
1,89,,0.5597205758094788
1,94,,0.547124981880188
1,99,,0.5516423583030701
1,104,,0.5654503703117371
1,109,,0.5517821907997131
1,114,,0.5641095638275146
1,119,,0.5528336763381958
1,124,,0.5466907024383545
1,125,0.5561140179634094,
2,129,,0.540300726890564
2,134,,0.5523529052734375
2,139,,0.556136429309845
2,144,,0.5462014675140381
2,149,,0.5501013994216919
2,154,,0.549908459186554
2,159,,0.554943859577179
2,164,,0.5526597499847412
2,169,,0.5520052313804626
2,174,,0.5502943396568298
2,179,,0.5632433891296387
2,184,,0.5503215193748474
2,188,0.549823522567749,
3,189,,0.5523362755775452
3,194,,0.5596434473991394
3,199,,0.5521149635314941
3,204,,0.5519325733184814
3,209,,0.558349072933197
3,214,,0.5456202030181885
3,219,,0.5476938486099243
3,224,,0.5414603352546692
3,229,,0.5523101091384888
3,234,,0.5475931763648987
3,239,,0.5571252703666687
3,244,,0.5430973172187805
3,249,,0.5635315179824829
3,251,0.5486908555030823,
4,254,,0.5525542497634888
4,259,,0.5426876544952393
4,264,,0.5533910989761353
4,269,,0.5585962533950806
4,274,,0.5469619631767273
4,279,,0.5420807600021362
4,284,,0.5531135201454163
4,289,,0.5464915633201599
4,294,,0.5374616980552673
4,299,,0.5442478656768799
4,304,,0.537958025932312
4,309,,0.5446054339408875
4,314,,0.5450760722160339
4,314,0.5482980608940125,
5,319,,0.5402064919471741
5,324,,0.5444855093955994
5,329,,0.5426603555679321
5,334,,0.549370527267456
5,339,,0.5476959347724915
5,344,,0.5470035076141357
5,349,,0.5455179214477539
5,354,,0.5484161376953125
5,359,,0.550656259059906
5,364,,0.5505360960960388
5,369,,0.556399941444397
5,374,,0.5413221716880798
5,377,0.5473496913909912,
6,379,,0.5611110925674438
6,384,,0.542560875415802
6,389,,0.5538955926895142
6,394,,0.5524462461471558
6,399,,0.5402144193649292
6,404,,0.5453490018844604
6,409,,0.5580733418464661
6,414,,0.5297324061393738
6,419,,0.543673038482666
6,424,,0.5483875274658203
6,429,,0.552333414554596
6,434,,0.5476925373077393
6,439,,0.5546627044677734
6,440,0.5476284623146057,
7,444,,0.5425745844841003
7,449,,0.5397237539291382
7,454,,0.5491392016410828
7,459,,0.5551807284355164
7,464,,0.5437299609184265
7,469,,0.5460081696510315
7,474,,0.5443202257156372
7,479,,0.540904700756073
7,484,,0.537257194519043
7,489,,0.5534725785255432
7,494,,0.5540353655815125
7,499,,0.5367432832717896
7,503,0.5472314357757568,
8,504,,0.5522667765617371
8,509,,0.5516951680183411
8,514,,0.5502147674560547
8,519,,0.5517200827598572
8,524,,0.5607666969299316
8,529,,0.552429735660553
8,534,,0.5565947890281677
8,539,,0.5500359535217285
8,544,,0.5382218956947327
8,549,,0.5378740429878235
8,554,,0.5500731468200684
8,559,,0.5406894683837891
8,564,,0.5453264117240906
8,566,0.5476658344268799,
9,569,,0.5471155047416687
9,574,,0.5304635763168335
9,579,,0.5353221297264099
9,584,,0.5498839616775513
9,589,,0.5426661968231201
9,594,,0.5684014558792114
9,599,,0.5590939521789551
9,604,,0.5456988215446472
9,609,,0.547592282295227
9,614,,0.5593096613883972
9,619,,0.5386136174201965
9,624,,0.547166109085083
9,629,,0.5384609699249268
9,629,0.5471135973930359,
10,634,,0.5489509105682373
10,639,,0.5586192607879639
10,644,,0.5462222099304199
10,649,,0.5472038984298706
10,654,,0.5490734577178955
10,659,,0.5465564131736755
10,664,,0.5452367067337036
10,669,,0.5446441769599915
10,674,,0.5544654130935669
10,679,,0.5336979031562805
10,684,,0.5432109832763672
10,689,,0.5597264170646667
10,692,0.5467763543128967,
11,694,,0.5424091219902039
11,699,,0.5438172221183777
11,704,,0.5399463176727295
11,709,,0.5578408241271973
11,714,,0.542178213596344
11,719,,0.550482988357544
11,724,,0.5484482049942017
11,729,,0.5499487519264221
11,734,,0.5450263023376465
11,739,,0.5615168809890747
11,744,,0.546272337436676
11,749,,0.5378099679946899
11,754,,0.5516735315322876
11,755,0.5473810434341431,
12,759,,0.5413185954093933
12,764,,0.550473690032959
12,769,,0.5487131476402283
12,774,,0.5439242720603943
12,779,,0.5474036335945129
12,784,,0.5481723546981812
12,789,,0.5448427796363831
12,794,,0.5506131649017334
12,799,,0.5463213324546814
12,804,,0.5395057201385498
12,809,,0.5401142835617065
12,814,,0.5407527089118958
12,818,0.5465083718299866,
13,819,,0.5492749810218811
13,824,,0.5533760786056519
13,829,,0.5559182167053223
13,834,,0.5461522340774536
13,839,,0.5507373213768005
13,844,,0.5579149723052979
13,849,,0.5503555536270142
13,854,,0.5473716259002686
13,859,,0.5474035143852234
13,864,,0.5438141822814941
13,869,,0.5372340083122253
13,874,,0.5548334717750549
13,879,,0.5419478416442871
13,881,0.5469136834144592,
14,884,,0.5396643280982971
14,889,,0.5505948662757874
14,894,,0.5623030066490173
14,899,,0.5389543175697327
14,904,,0.5434901714324951
14,909,,0.5480016469955444
14,914,,0.5541611313819885
14,919,,0.5375850796699524
14,924,,0.5359973907470703
14,929,,0.554318368434906
14,934,,0.5496910214424133
14,939,,0.5571811199188232
14,944,,0.5543278455734253
14,944,0.5468090176582336,
15,949,,0.5405290126800537
15,954,,0.5267960429191589
15,959,,0.5471031069755554
15,964,,0.5453527569770813
15,969,,0.5421900153160095
15,974,,0.5431084036827087
15,979,,0.5401120185852051
15,984,,0.548295795917511
15,989,,0.5413146615028381
