epoch,step,train_loss_epoch,train_loss_step
0,4,,0.975053071975708
0,9,,0.9166136384010315
0,14,,0.8792967200279236
0,19,,0.8101412057876587
0,24,,0.763897716999054
0,29,,0.7494633793830872
0,34,,0.7187372446060181
0,39,,0.7161853313446045
0,44,,0.6928079724311829
0,49,,0.6938445568084717
0,54,,0.6914679408073425
0,59,,0.6800902485847473
0,62,0.7802256345748901,
1,64,,0.686507523059845
1,69,,0.6718703508377075
1,74,,0.6813178062438965
1,79,,0.6898136734962463
1,84,,0.6743856072425842
1,89,,0.6829742193222046
1,94,,0.6827405691146851
1,99,,0.6749006509780884
1,104,,0.6818212866783142
1,109,,0.6872991919517517
1,114,,0.683577299118042
1,119,,0.6761357188224792
1,124,,0.6755353212356567
1,125,0.6810013055801392,
2,129,,0.6724708676338196
2,134,,0.6804665923118591
2,139,,0.6678305268287659
2,144,,0.6794356107711792
2,149,,0.6786386370658875
2,154,,0.6751760840415955
2,159,,0.6825013756752014
2,164,,0.6752524971961975
2,169,,0.6875938773155212
2,174,,0.6775614619255066
2,179,,0.6792764067649841
2,184,,0.6762745380401611
2,188,0.6789817214012146,
3,189,,0.6797062754631042
3,194,,0.6760493516921997
3,199,,0.6836584210395813
3,204,,0.6747360229492188
3,209,,0.6818917393684387
3,214,,0.6836751103401184
3,219,,0.6755095720291138
3,224,,0.6708632707595825
3,229,,0.6834477782249451
3,234,,0.6897976398468018
3,239,,0.6762689352035522
3,244,,0.6698397397994995
3,249,,0.6755766272544861
3,251,0.6790433526039124,
4,254,,0.6818619966506958
4,259,,0.6749935746192932
4,264,,0.6674025058746338
4,269,,0.6776925325393677
4,274,,0.6733503937721252
4,279,,0.6824865937232971
4,284,,0.6758033633232117
4,289,,0.6707518100738525
4,294,,0.6716431975364685
4,299,,0.6816937327384949
4,304,,0.6847800612449646
4,309,,0.6682808995246887
4,314,,0.6854156255722046
4,314,0.6772705316543579,
5,319,,0.6751314997673035
5,324,,0.6851876378059387
5,329,,0.67717045545578
5,334,,0.6766721606254578
5,339,,0.6806930303573608
5,344,,0.6786198616027832
5,349,,0.6871294975280762
5,354,,0.6745684146881104
5,359,,0.6691893339157104
5,364,,0.6791285872459412
5,369,,0.6761118173599243
5,374,,0.6785598397254944
5,377,0.6761828064918518,
6,379,,0.6814664602279663
6,384,,0.6754541993141174
6,389,,0.6709685325622559
6,394,,0.6701081991195679
6,399,,0.6696659922599792
6,404,,0.6725374460220337
6,409,,0.6810028553009033
6,414,,0.6735630631446838
6,419,,0.6873534917831421
6,424,,0.6760997176170349
6,429,,0.6706433296203613
6,434,,0.6750120520591736
6,439,,0.6737775802612305
6,440,0.6759320497512817,
7,444,,0.6790204048156738
7,449,,0.674450695514679
7,454,,0.6729440093040466
7,459,,0.6845042109489441
7,464,,0.6802405714988708
7,469,,0.6792485117912292
7,474,,0.6766107678413391
7,479,,0.6808678507804871
7,484,,0.6772491931915283
7,489,,0.6764697432518005
7,494,,0.6810980439186096
7,499,,0.6806700229644775
7,503,0.676692008972168,
8,504,,0.6817018985748291
8,509,,0.6781144142150879
8,514,,0.6798388957977295
8,519,,0.6785034537315369
8,524,,0.6732313632965088
8,529,,0.6743647456169128
8,534,,0.6777337193489075
8,539,,0.6780868768692017
8,544,,0.6758384108543396
8,549,,0.6710516810417175
8,554,,0.6689447164535522
8,559,,0.6661274433135986
8,564,,0.6758552193641663
8,566,0.675767183303833,
9,569,,0.6696510314941406
9,574,,0.6753570437431335
9,579,,0.6773576736450195
9,584,,0.6691145896911621
9,589,,0.6737103462219238
9,594,,0.6822892427444458
9,599,,0.6804280877113342
9,604,,0.6765615344047546
9,609,,0.6804051399230957
9,614,,0.6757439374923706
9,619,,0.6768293380737305
9,624,,0.6807404160499573
9,629,,0.6649263501167297
9,629,0.6755819320678711,
