epoch,step,train_loss_epoch,train_loss_step,train_perplexity_epoch,train_perplexity_step
0,4,,1.4104641675949097,,4.097857475280762
0,9,,1.1353754997253418,,3.112342119216919
0,9,1.3988096714019775,,4.159082889556885,
1,14,,0.9424142241477966,,2.566169261932373
1,19,,0.9316717386245728,,2.538749933242798
1,19,0.9645090103149414,,2.6258063316345215,
2,24,,0.9035370349884033,,2.468318462371826
2,29,,0.8994759321212769,,2.4583144187927246
2,29,0.9045946002006531,,2.4710381031036377,
3,34,,0.9013016819953918,,2.4628069400787354
3,39,,0.893304705619812,,2.443190336227417
3,39,0.8925377130508423,,2.441347360610962,
4,44,,0.887004017829895,,2.427845001220703
4,49,,0.8865073323249817,,2.4266395568847656
4,49,0.8905597925186157,,2.4365031719207764,
5,54,,0.8866373896598816,,2.426955223083496
5,59,,0.8868366479873657,,2.427438735961914
5,59,0.8886974453926086,,2.431978225708008,
6,64,,0.8913861513137817,,2.438507556915283
6,69,,0.8871012330055237,,2.4280810356140137
6,69,0.8880775570869446,,2.4304661750793457,
7,74,,0.8883365988731384,,2.4310824871063232
7,79,,0.8851001858711243,,2.423227071762085
7,79,0.8878087997436523,,2.4298157691955566,
8,84,,0.89008629322052,,2.43533992767334
8,89,,0.8906056880950928,,2.436605215072632
8,89,0.8876859545707703,,2.429506301879883,
9,94,,0.8886146545410156,,2.4317586421966553
9,99,,0.8889481425285339,,2.432569742202759
9,99,0.8874385952949524,,2.428910732269287,
10,104,,0.885200560092926,,2.4234704971313477
10,109,,0.8832935690879822,,2.418853282928467
10,109,0.8875350952148438,,2.4291489124298096,
11,114,,0.8891775608062744,,2.4331276416778564
11,119,,0.8826360106468201,,2.4172632694244385
11,119,0.8877034187316895,,2.4295544624328613,
12,124,,0.8936640024185181,,2.444068431854248
12,129,,0.8857715725898743,,2.4248545169830322
12,129,0.8872596025466919,,2.4284799098968506,
13,134,,0.8846508860588074,,2.4221386909484863
13,139,,0.8857736587524414,,2.4248597621917725
13,139,0.8872627019882202,,2.428480863571167,
14,144,,0.8918752074241638,,2.4397003650665283
14,149,,0.8886878490447998,,2.431936502456665
14,149,0.8871334791183472,,2.4281771183013916,
15,154,,0.8913421034812927,,2.4384000301361084
15,159,,0.8924961090087891,,2.441215753555298
15,159,0.8868940472602844,,2.4275944232940674,
16,164,,0.8942546248435974,,2.445512294769287
16,169,,0.8832468390464783,,2.4187402725219727
16,169,0.8871167302131653,,2.428140163421631,
17,174,,0.8856538534164429,,2.4245693683624268
17,179,,0.8902978897094727,,2.4358551502227783
17,179,0.8868805170059204,,2.427550792694092,
18,184,,0.8884809613227844,,2.4314334392547607
18,189,,0.8868086338043213,,2.42737078666687
18,189,0.8872931599617004,,2.4285569190979004,
19,194,,0.8897431492805481,,2.434504270553589
19,199,,0.8959324359893799,,2.4496188163757324
19,199,0.887133777141571,,2.428183078765869,
