epoch,step,train_loss_epoch,train_loss_step
0,4,,1.0152084827423096
0,9,,0.9574207067489624
0,14,,0.9180178046226501
0,19,,0.883270800113678
0,24,,0.8099818825721741
0,29,,0.7827333211898804
0,34,,0.761963963508606
0,39,,0.7240956425666809
0,44,,0.7202491164207458
0,49,,0.7080013155937195
0,54,,0.6980772018432617
0,59,,0.6985631585121155
0,62,0.8112567067146301,
1,64,,0.7020416855812073
1,69,,0.686862587928772
1,74,,0.6989938616752625
1,79,,0.6952076554298401
1,84,,0.6913159489631653
1,89,,0.6902464628219604
1,94,,0.6856364607810974
1,99,,0.6864369511604309
1,104,,0.6896160840988159
1,109,,0.6832371354103088
1,114,,0.6963772773742676
1,119,,0.6893468499183655
1,124,,0.6860045790672302
1,125,0.6920318007469177,
2,129,,0.6870694160461426
2,134,,0.6977719068527222
2,139,,0.68482506275177
2,144,,0.6874751448631287
2,149,,0.6854578256607056
2,154,,0.6947506070137024
2,159,,0.6852481365203857
2,164,,0.679323673248291
2,169,,0.6862404942512512
2,174,,0.681287944316864
2,179,,0.6796549558639526
2,184,,0.6868915557861328
2,188,0.6872105598449707,
3,189,,0.6846987009048462
3,194,,0.6887304782867432
3,199,,0.688892126083374
3,204,,0.6876037120819092
3,209,,0.6922398805618286
3,214,,0.683855414390564
3,219,,0.6787668466567993
3,224,,0.6864075064659119
3,229,,0.6817960143089294
3,234,,0.6832321882247925
3,239,,0.6805657744407654
3,244,,0.6829894185066223
3,249,,0.6840667724609375
3,251,0.6837869882583618,
4,254,,0.6772353649139404
4,259,,0.683588981628418
4,264,,0.6757363677024841
4,269,,0.6796785593032837
4,274,,0.6815980672836304
4,279,,0.6797407865524292
4,284,,0.6779369115829468
4,289,,0.6823787689208984
4,294,,0.6713759303092957
4,299,,0.6847606897354126
4,304,,0.6846912503242493
4,309,,0.6763417720794678
4,314,,0.6817572116851807
4,314,0.6804252862930298,
5,319,,0.6779863834381104
5,324,,0.6795700788497925
5,329,,0.6801608204841614
5,334,,0.6793087124824524
5,339,,0.6795125603675842
5,344,,0.6735535264015198
5,349,,0.6854618191719055
5,354,,0.680915892124176
5,359,,0.683379590511322
5,364,,0.6774147152900696
5,369,,0.6783877015113831
5,374,,0.6772724986076355
5,377,0.6800035238265991,
6,379,,0.6771669983863831
6,384,,0.6784452795982361
6,389,,0.6796581149101257
6,394,,0.6766073703765869
6,399,,0.6778794527053833
6,404,,0.6743434071540833
6,409,,0.6796351671218872
6,414,,0.6771818399429321
6,419,,0.6753994822502136
6,424,,0.6806395053863525
6,429,,0.678868293762207
6,434,,0.6735020279884338
6,439,,0.6767866611480713
6,440,0.677852213382721,
7,444,,0.6733471751213074
7,449,,0.6820223927497864
7,454,,0.680827260017395
7,459,,0.6800498366355896
7,464,,0.6743189692497253
7,469,,0.6777051091194153
7,474,,0.6786745190620422
7,479,,0.6777283549308777
7,484,,0.6841357350349426
7,489,,0.6783573031425476
7,494,,0.6783528327941895
7,499,,0.6790429353713989
7,503,0.6778848171234131,
8,504,,0.6788654923439026
8,509,,0.6747556924819946
8,514,,0.6801014542579651
8,519,,0.6761428117752075
8,524,,0.677201509475708
8,529,,0.6778584122657776
8,534,,0.6753769516944885
8,539,,0.6717187762260437
8,544,,0.6752085089683533
8,549,,0.6781546473503113
8,554,,0.6763424873352051
8,559,,0.6735257506370544
8,564,,0.6762377023696899
8,566,0.6764873266220093,
9,569,,0.6796674728393555
9,574,,0.6696634292602539
9,579,,0.6770821809768677
9,584,,0.6753563284873962
9,589,,0.6784150004386902
9,594,,0.6800059676170349
9,599,,0.6756899952888489
9,604,,0.6746155619621277
9,609,,0.6778870820999146
9,614,,0.6787593960762024
9,619,,0.6774941682815552
9,624,,0.6774540543556213
9,629,,0.6773560047149658
9,629,0.6763170957565308,
10,634,,0.6789517998695374
10,639,,0.6773905158042908
10,644,,0.6773372292518616
10,649,,0.6816779971122742
10,654,,0.674950122833252
10,659,,0.6746159791946411
10,664,,0.6715621948242188
10,669,,0.676666796207428
10,674,,0.6747187376022339
10,679,,0.6735494136810303
10,684,,0.6718661785125732
10,689,,0.6744841933250427
10,692,0.6763110160827637,
11,694,,0.6749123334884644
11,699,,0.6763029098510742
11,704,,0.6710588932037354
11,709,,0.6795080900192261
11,714,,0.6769208908081055
11,719,,0.6761132478713989
11,724,,0.6730138063430786
11,729,,0.6747062802314758
11,734,,0.670849084854126
11,739,,0.6812735795974731
11,744,,0.6732636094093323
11,749,,0.6736958622932434
11,754,,0.6782492399215698
11,755,0.6757464408874512,
12,759,,0.6823690533638
12,764,,0.6738871932029724
12,769,,0.6753152012825012
12,774,,0.6726677417755127
12,779,,0.6793839335441589
12,784,,0.680612325668335
12,789,,0.6743451952934265
12,794,,0.6757903695106506
12,799,,0.6775935292243958
12,804,,0.6753146648406982
12,809,,0.6754749417304993
12,814,,0.6771591901779175
12,818,0.6757791638374329,
13,819,,0.6723027229309082
13,824,,0.6735860705375671
13,829,,0.672945499420166
13,834,,0.6812565922737122
13,839,,0.6754595637321472
13,844,,0.6784001588821411
13,849,,0.6789472103118896
13,854,,0.6776384711265564
13,859,,0.6747142672538757
13,864,,0.6737224459648132
13,869,,0.6778557896614075
13,874,,0.6728487610816956
13,879,,0.677189826965332
13,881,0.6762366890907288,
14,884,,0.6760227084159851
14,889,,0.6799886226654053
14,894,,0.6858211159706116
14,899,,0.6773403882980347
14,904,,0.6776098012924194
14,909,,0.6735298037528992
14,914,,0.6749657988548279
14,919,,0.6770618557929993
14,924,,0.6779370903968811
14,929,,0.6737579703330994
14,934,,0.6789156794548035
14,939,,0.6693140864372253
14,944,,0.6761967539787292
14,944,0.6764882206916809,
15,949,,0.6752014756202698
15,954,,0.6746343374252319
15,959,,0.6770824193954468
15,964,,0.67862468957901
15,969,,0.66949063539505
15,974,,0.6808438301086426
15,979,,0.6777191162109375
15,984,,0.6778607964515686
15,989,,0.6703625321388245
15,994,,0.6783835291862488
15,999,,0.6757843494415283
15,1004,,0.6757475137710571
15,1007,0.6753227710723877,
16,1009,,0.6768373250961304
16,1014,,0.6730210781097412
16,1019,,0.671173095703125
16,1024,,0.6765664219856262
16,1029,,0.6761341691017151
16,1034,,0.6752879023551941
16,1039,,0.6776027679443359
16,1044,,0.66987144947052
16,1049,,0.6701581478118896
16,1054,,0.6718006730079651
16,1059,,0.6775364279747009
16,1064,,0.6768293380737305
16,1069,,0.6728594899177551
16,1070,0.6759232878684998,
17,1074,,0.6757546067237854
17,1079,,0.6741339564323425
17,1084,,0.6736324429512024
17,1089,,0.6719175577163696
17,1094,,0.6762782335281372
17,1099,,0.6716195344924927
17,1104,,0.6748232841491699
17,1109,,0.6739615201950073
17,1114,,0.6778103113174438
17,1119,,0.6729496717453003
17,1124,,0.6734802722930908
17,1129,,0.6720760464668274
17,1133,0.67530357837677,
18,1134,,0.6758683323860168
18,1139,,0.6747278571128845
18,1144,,0.6776943206787109
18,1149,,0.6734368801116943
18,1154,,0.6722613573074341
18,1159,,0.6744580268859863
18,1164,,0.6787631511688232
18,1169,,0.6739141345024109
18,1174,,0.6767263412475586
