epoch,step,train_loss_step
0,4,1.0147714614868164
0,9,0.9649869203567505
0,14,0.9073600769042969
0,19,0.8603402376174927
0,24,0.8186609745025635
0,29,0.78682541847229
0,34,0.7502005100250244
0,39,0.7071314454078674
0,44,0.6766262054443359
0,49,0.6674346327781677
0,54,0.6490278840065002
0,59,0.6463924050331116
0,64,0.6408942341804504
0,69,0.635179340839386
0,74,0.6345946192741394
0,79,0.6355959177017212
0,84,0.6293653249740601
0,89,0.6297571063041687
