epoch,step,train_loss_epoch,train_loss_step
0,4,,1.0759060382843018
0,9,,1.0285457372665405
0,14,,0.9838088154792786
0,19,,0.9407565593719482
0,24,,0.9076575636863708
0,29,,0.8919863700866699
0,34,,0.8775964975357056
0,39,,0.8632645606994629
0,44,,0.8484708070755005
0,49,,0.8262845277786255
0,54,,0.8082844018936157
0,59,,0.7913726568222046
0,64,,0.7702385187149048
0,69,,0.7446435689926147
0,74,,0.7162647843360901
0,79,,0.6905447244644165
0,84,,0.6708298325538635
0,89,,0.6518396139144897
0,94,,0.6475920081138611
0,99,,0.6408904194831848
0,104,,0.6331495046615601
0,109,,0.6373430490493774
0,114,,0.630711555480957
0,119,,0.6364020109176636
0,124,,0.6332067251205444
0,129,,0.6317006349563599
0,134,,0.6295279860496521
0,139,,0.6325668096542358
0,144,,0.6312412023544312
0,149,,0.6301761865615845
0,154,,0.6311243772506714
0,156,0.7583498358726501,
1,159,,0.6286348700523376
1,164,,0.6307282447814941
1,169,,0.6290854811668396
1,174,,0.6309471130371094
1,179,,0.6299319267272949
1,184,,0.6255115270614624
1,189,,0.6288864016532898
1,194,,0.6258609294891357
1,199,,0.6258174180984497
1,204,,0.6279825568199158
1,209,,0.6251762509346008
1,214,,0.6242228150367737
1,219,,0.6242192983627319
1,224,,0.6291252374649048
1,229,,0.6276327967643738
1,234,,0.6256353855133057
1,239,,0.6248803734779358
1,244,,0.6278703808784485
1,249,,0.6270163059234619
1,254,,0.6242490410804749
1,259,,0.6258313655853271
1,264,,0.6255795955657959
1,269,,0.6258643269538879
1,274,,0.6227545738220215
1,279,,0.6237053871154785
1,284,,0.6220454573631287
1,289,,0.6222386956214905
1,294,,0.6231633424758911
1,299,,0.6237286925315857
1,304,,0.6218967437744141
1,309,,0.6262572407722473
1,313,0.6264001131057739,
2,314,,0.6278918385505676
2,319,,0.6265583634376526
2,324,,0.6242002844810486
2,329,,0.6250903606414795
2,334,,0.625210165977478
2,339,,0.6263406276702881
2,344,,0.6231601238250732
2,349,,0.6263484358787537
2,354,,0.6261696815490723
2,359,,0.6242346167564392
2,364,,0.6289461255073547
2,369,,0.6279914379119873
2,374,,0.6219094395637512
2,379,,0.6230971813201904
2,384,,0.6208741068840027
2,389,,0.6218799352645874
2,394,,0.6232060790061951
2,399,,0.622372567653656
2,404,,0.6251423954963684
2,409,,0.6167767643928528
2,414,,0.6258092522621155
2,419,,0.6252216100692749
2,424,,0.6257278323173523
2,429,,0.6228219866752625
2,434,,0.6207008957862854
2,439,,0.622365415096283
2,444,,0.6241859197616577
